V (MPH);J;Pe;Ct;Cp;PWR (HP);Torque (IN.LBF);Thrust (LBF);DIAMETER (IN);PITCH (IN);TYPE;BLADE(nb);COMP;RPM
33.0;0.54;0.4731;0.0085;0.0097;0.036;0.448;0.191;13;4.5;MR;2;7;5000
34.3;0.56;0.3054;0.0043;0.0078;0.029;0.36;0.096;13;4.5;MR;2;7;5000
35.5;0.58;-0.0028;0.0;0.0059;0.022;0.274;-0.001;13;4.5;MR;2;7;5000
0.0;0.0;0.0;0.0909;0.0302;0.191;2.006;2.933;13;4.5;MR;2;7;6000
1.5;0.02;0.0591;0.0892;0.0302;0.191;2.005;2.878;13;4.5;MR;2;7;6000
2.9;0.04;0.1158;0.0874;0.0301;0.191;2.003;2.819;13;4.5;MR;2;7;6000
4.4;0.06;0.1702;0.0855;0.0301;0.19;2.0;2.757;13;4.5;MR;2;7;6000
5.9;0.08;0.222;0.0834;0.03;0.19;1.995;2.69;13;4.5;MR;2;7;6000
7.3;0.1;0.2713;0.0812;0.0299;0.189;1.987;2.62;13;4.5;MR;2;7;6000
8.8;0.12;0.3181;0.079;0.0297;0.188;1.977;2.547;13;4.5;MR;2;7;6000
10.3;0.14;0.3624;0.0766;0.0295;0.187;1.963;2.469;13;4.5;MR;2;7;6000
11.8;0.16;0.404;0.0741;0.0293;0.185;1.946;2.388;13;4.5;MR;2;7;6000
13.2;0.18;0.4431;0.0714;0.029;0.183;1.925;2.303;13;4.5;MR;2;7;6000
14.7;0.2;0.4796;0.0687;0.0286;0.181;1.9;2.215;13;4.5;MR;2;7;6000
16.2;0.22;0.5136;0.0658;0.0281;0.178;1.871;2.123;13;4.5;MR;2;7;6000
17.6;0.24;0.5452;0.0629;0.0276;0.175;1.837;2.028;13;4.5;MR;2;7;6000
19.1;0.26;0.5744;0.0599;0.027;0.171;1.798;1.93;13;4.5;MR;2;7;6000
20.6;0.28;0.6008;0.0567;0.0264;0.167;1.755;1.83;13;4.5;MR;2;7;6000
22.0;0.3;0.6246;0.0535;0.0257;0.162;1.707;1.727;13;4.5;MR;2;7;6000
23.5;0.32;0.6458;0.0503;0.0249;0.157;1.653;1.621;13;4.5;MR;2;7;6000
25.0;0.34;0.6646;0.0469;0.0239;0.152;1.592;1.512;13;4.5;MR;2;7;6000
26.4;0.36;0.6806;0.0434;0.0229;0.145;1.524;1.401;13;4.5;MR;2;7;6000
27.9;0.38;0.6928;0.0399;0.0218;0.138;1.452;1.287;13;4.5;MR;2;7;6000
29.4;0.4;0.7014;0.0363;0.0206;0.131;1.372;1.169;13;4.5;MR;2;7;6000
30.9;0.42;0.7064;0.0325;0.0193;0.122;1.284;1.049;13;4.5;MR;2;7;6000
32.3;0.44;0.7062;0.0287;0.0179;0.113;1.188;0.926;13;4.5;MR;2;7;6000
33.8;0.46;0.6992;0.0248;0.0163;0.103;1.084;0.801;13;4.5;MR;2;7;6000
35.3;0.48;0.6818;0.0209;0.0147;0.093;0.974;0.673;13;4.5;MR;2;7;6000
36.7;0.5;0.6484;0.0168;0.0129;0.082;0.861;0.542;13;4.5;MR;2;7;6000
38.2;0.52;0.591;0.0127;0.0112;0.071;0.743;0.41;13;4.5;MR;2;7;6000
39.7;0.54;0.4921;0.0085;0.0093;0.059;0.62;0.275;13;4.5;MR;2;7;6000
41.1;0.56;0.3194;0.0043;0.0075;0.047;0.496;0.137;13;4.5;MR;2;7;6000
42.6;0.58;-0.0048;0.0;0.0056;0.036;0.373;-0.001;13;4.5;MR;2;7;6000
0.0;0.0;0.0;0.0918;0.0311;0.313;2.817;4.028;13;4.5;MR;2;7;7000
1.7;0.02;0.0583;0.09;0.0309;0.31;2.795;3.951;13;4.5;MR;2;7;7000
3.4;0.04;0.1149;0.0881;0.0307;0.308;2.775;3.869;13;4.5;MR;2;7;7000
5.1;0.06;0.1696;0.0861;0.0305;0.306;2.756;3.781;13;4.5;MR;2;7;7000
6.9;0.08;0.2222;0.084;0.0303;0.304;2.737;3.689;13;4.5;MR;2;7;7000
8.6;0.1;0.2723;0.0818;0.03;0.302;2.718;3.591;13;4.5;MR;2;7;7000
10.3;0.12;0.32;0.0795;0.0298;0.299;2.696;3.489;13;4.5;MR;2;7;7000
12.0;0.14;0.3653;0.077;0.0295;0.297;2.671;3.381;13;4.5;MR;2;7;7000
13.7;0.16;0.4079;0.0745;0.0292;0.293;2.642;3.269;13;4.5;MR;2;7;7000
15.4;0.18;0.4478;0.0718;0.0288;0.29;2.61;3.151;13;4.5;MR;2;7;7000
17.2;0.2;0.4851;0.069;0.0284;0.286;2.572;3.028;13;4.5;MR;2;7;7000
18.9;0.22;0.5198;0.0661;0.028;0.281;2.531;2.902;13;4.5;MR;2;7;7000
20.6;0.24;0.5521;0.0631;0.0274;0.276;2.483;2.772;13;4.5;MR;2;7;7000
22.3;0.26;0.582;0.0601;0.0268;0.27;2.428;2.638;13;4.5;MR;2;7;7000
24.0;0.28;0.6093;0.057;0.0262;0.263;2.368;2.5;13;4.5;MR;2;7;7000
25.7;0.3;0.634;0.0537;0.0254;0.256;2.301;2.359;13;4.5;MR;2;7;7000
27.5;0.32;0.6561;0.0504;0.0246;0.247;2.226;2.215;13;4.5;MR;2;7;7000
29.2;0.34;0.6759;0.047;0.0237;0.238;2.141;2.065;13;4.5;MR;2;7;7000
30.9;0.36;0.6929;0.0435;0.0226;0.227;2.047;1.912;13;4.5;MR;2;7;7000
32.6;0.38;0.7062;0.04;0.0215;0.216;1.946;1.755;13;4.5;MR;2;7;7000
34.3;0.4;0.716;0.0363;0.0203;0.204;1.835;1.594;13;4.5;MR;2;7;7000
36.0;0.42;0.7221;0.0326;0.0189;0.19;1.713;1.43;13;4.5;MR;2;7;7000
37.8;0.44;0.723;0.0287;0.0175;0.176;1.582;1.262;13;4.5;MR;2;7;7000
39.5;0.46;0.7171;0.0248;0.0159;0.16;1.441;1.09;13;4.5;MR;2;7;7000
41.2;0.48;0.7006;0.0209;0.0143;0.144;1.293;0.916;13;4.5;MR;2;7;7000
42.9;0.5;0.668;0.0168;0.0126;0.127;1.139;0.739;13;4.5;MR;2;7;7000
44.6;0.52;0.6106;0.0127;0.0108;0.109;0.979;0.558;13;4.5;MR;2;7;7000
46.3;0.54;0.5112;0.0085;0.009;0.09;0.814;0.374;13;4.5;MR;2;7;7000
48.1;0.56;0.3339;0.0043;0.0071;0.072;0.647;0.187;13;4.5;MR;2;7;7000
49.8;0.58;-0.0052;0.0;0.0053;0.054;0.483;-0.002;13;4.5;MR;2;7;7000
0.0;0.0;0.0;0.0927;0.0321;0.482;3.797;5.313;13;4.5;MR;2;7;8000
2.0;0.02;0.0575;0.0909;0.0317;0.475;3.742;5.21;13;4.5;MR;2;7;8000
3.9;0.04;0.114;0.0889;0.0313;0.469;3.693;5.099;13;4.5;MR;2;7;8000
5.9;0.06;0.169;0.0869;0.0309;0.463;3.651;4.982;13;4.5;MR;2;7;8000
7.9;0.08;0.2221;0.0847;0.0306;0.458;3.612;4.859;13;4.5;MR;2;7;8000
9.8;0.1;0.273;0.0825;0.0303;0.454;3.575;4.728;13;4.5;MR;2;7;8000
11.8;0.12;0.3216;0.0801;0.0299;0.449;3.537;4.592;13;4.5;MR;2;7;8000
13.8;0.14;0.3676;0.0776;0.0296;0.444;3.497;4.449;13;4.5;MR;2;7;8000
15.7;0.16;0.411;0.075;0.0292;0.439;3.455;4.299;13;4.5;MR;2;7;8000
17.7;0.18;0.4518;0.0723;0.0288;0.433;3.408;4.144;13;4.5;MR;2;7;8000
19.7;0.2;0.4897;0.0694;0.0284;0.426;3.356;3.981;13;4.5;MR;2;7;8000
21.6;0.22;0.525;0.0665;0.0279;0.419;3.299;3.814;13;4.5;MR;2;7;8000
23.6;0.24;0.558;0.0635;0.0274;0.411;3.235;3.643;13;4.5;MR;2;7;8000
25.5;0.26;0.5886;0.0605;0.0268;0.401;3.161;3.467;13;4.5;MR;2;7;8000
27.5;0.28;0.6166;0.0573;0.0261;0.391;3.079;3.285;13;4.5;MR;2;7;8000
29.5;0.3;0.6422;0.054;0.0253;0.379;2.988;3.098;13;4.5;MR;2;7;8000
31.4;0.32;0.6653;0.0507;0.0244;0.366;2.886;2.907;13;4.5;MR;2;7;8000
33.4;0.34;0.6859;0.0473;0.0235;0.352;2.772;2.709;13;4.5;MR;2;7;8000
35.4;0.36;0.7038;0.0437;0.0224;0.336;2.647;2.507;13;4.5;MR;2;7;8000
37.3;0.38;0.7183;0.0401;0.0213;0.319;2.512;2.3;13;4.5;MR;2;7;8000
39.3;0.4;0.7293;0.0364;0.02;0.3;2.364;2.088;13;4.5;MR;2;7;8000
41.3;0.42;0.7365;0.0326;0.0186;0.28;2.204;1.872;13;4.5;MR;2;7;8000
43.2;0.44;0.7384;0.0288;0.0172;0.258;2.031;1.652;13;4.5;MR;2;7;8000
45.2;0.46;0.7333;0.0249;0.0156;0.234;1.846;1.426;13;4.5;MR;2;7;8000
47.2;0.48;0.7175;0.0209;0.014;0.21;1.654;1.197;13;4.5;MR;2;7;8000
49.1;0.5;0.6852;0.0168;0.0123;0.185;1.454;0.965;13;4.5;MR;2;7;8000
51.1;0.52;0.6278;0.0127;0.0105;0.158;1.247;0.729;13;4.5;MR;2;7;8000
53.1;0.54;0.5276;0.0085;0.0087;0.131;1.033;0.489;13;4.5;MR;2;7;8000
55.0;0.56;0.3467;0.0043;0.0069;0.104;0.816;0.245;13;4.5;MR;2;7;8000
57.0;0.58;-0.0055;0.0;0.0051;0.077;0.603;-0.003;13;4.5;MR;2;7;8000
0.0;0.0;0.0;0.0937;0.0332;0.709;4.967;6.801;13;4.5;MR;2;7;9000
2.2;0.02;0.0566;0.0919;0.0325;0.694;4.862;6.666;13;4.5;MR;2;7;9000
4.4;0.04;0.1129;0.0899;0.0319;0.682;4.774;6.523;13;4.5;MR;2;7;9000
6.6;0.06;0.1681;0.0878;0.0314;0.671;4.698;6.371;13;4.5;MR;2;7;9000
8.8;0.08;0.2216;0.0856;0.031;0.661;4.631;6.211;13;4.5;MR;2;7;9000
11.1;0.1;0.2731;0.0833;0.0306;0.653;4.57;6.043;13;4.5;MR;2;7;9000
13.3;0.12;0.3222;0.0808;0.0302;0.644;4.512;5.867;13;4.5;MR;2;7;9000
15.5;0.14;0.369;0.0783;0.0298;0.636;4.453;5.683;13;4.5;MR;2;7;9000
17.7;0.16;0.4131;0.0757;0.0294;0.627;4.392;5.49;13;4.5;MR;2;7;9000
19.9;0.18;0.4545;0.0729;0.0289;0.618;4.327;5.29;13;4.5;MR;2;7;9000
22.1;0.2;0.4931;0.07;0.0285;0.608;4.257;5.082;13;4.5;MR;2;7;9000
24.3;0.22;0.5289;0.0671;0.028;0.597;4.183;4.869;13;4.5;MR;2;7;9000
26.5;0.24;0.5624;0.0641;0.0274;0.585;4.097;4.649;13;4.5;MR;2;7;9000
28.8;0.26;0.5937;0.061;0.0267;0.571;4.001;4.423;13;4.5;MR;2;7;9000
31.0;0.28;0.6225;0.0577;0.026;0.556;3.892;4.19;13;4.5;MR;2;7;9000
33.2;0.3;0.649;0.0544;0.0252;0.539;3.772;3.951;13;4.5;MR;2;7;9000
35.4;0.32;0.6729;0.0511;0.0243;0.52;3.64;3.707;13;4.5;MR;2;7;9000
37.6;0.34;0.6945;0.0476;0.0233;0.499;3.492;3.454;13;4.5;MR;2;7;9000
39.8;0.36;0.7133;0.044;0.0223;0.476;3.331;3.196;13;4.5;MR;2;7;9000
42.0;0.38;0.7288;0.0404;0.0211;0.451;3.158;2.933;13;4.5;MR;2;7;9000
44.2;0.4;0.741;0.0367;0.0199;0.424;2.969;2.663;13;4.5;MR;2;7;9000
46.4;0.42;0.7495;0.0329;0.0185;0.395;2.764;2.388;13;4.5;MR;2;7;9000
48.7;0.44;0.7525;0.029;0.017;0.363;2.545;2.108;13;4.5;MR;2;7;9000
50.9;0.46;0.7487;0.0251;0.0155;0.33;2.313;1.822;13;4.5;MR;2;7;9000
53.1;0.48;0.734;0.0211;0.0138;0.295;2.068;1.531;13;4.5;MR;2;7;9000
55.3;0.5;0.7024;0.017;0.0121;0.259;1.815;1.234;13;4.5;MR;2;7;9000
57.5;0.52;0.6455;0.0129;0.0104;0.222;1.551;0.933;13;4.5;MR;2;7;9000
59.7;0.54;0.5445;0.0086;0.0086;0.183;1.279;0.625;13;4.5;MR;2;7;9000
61.9;0.56;0.36;0.0043;0.0067;0.143;1.005;0.313;13;4.5;MR;2;7;9000
64.1;0.58;-0.0063;-0.0001;0.0049;0.105;0.735;-0.004;13;4.5;MR;2;7;9000
0.0;0.0;0.0;0.095;0.0344;1.009;6.36;8.514;13;4.5;MR;2;7;10000
2.5;0.02;0.0558;0.0931;0.0335;0.981;6.182;8.343;13;4.5;MR;2;7;10000
4.9;0.04;0.1117;0.0911;0.0327;0.958;6.036;8.161;13;4.5;MR;2;7;10000
7.4;0.06;0.167;0.0889;0.032;0.938;5.914;7.969;13;4.5;MR;2;7;10000
9.8;0.08;0.2209;0.0867;0.0315;0.922;5.81;7.766;13;4.5;MR;2;7;10000
12.3;0.1;0.2729;0.0843;0.031;0.907;5.717;7.554;13;4.5;MR;2;7;10000
14.8;0.12;0.3227;0.0818;0.0305;0.894;5.632;7.331;13;4.5;MR;2;7;10000
17.2;0.14;0.3701;0.0792;0.03;0.88;5.548;7.099;13;4.5;MR;2;7;10000
19.7;0.16;0.4148;0.0765;0.0296;0.867;5.465;6.857;13;4.5;MR;2;7;10000
22.1;0.18;0.4568;0.0737;0.0291;0.853;5.378;6.606;13;4.5;MR;2;7;10000
24.6;0.2;0.4959;0.0708;0.0286;0.839;5.287;6.346;13;4.5;MR;2;7;10000
27.0;0.22;0.5323;0.0679;0.0281;0.824;5.191;6.079;13;4.5;MR;2;7;10000
29.5;0.24;0.5664;0.0648;0.0275;0.806;5.081;5.804;13;4.5;MR;2;7;10000
32.0;0.26;0.5982;0.0616;0.0268;0.786;4.957;5.52;13;4.5;MR;2;7;10000
34.4;0.28;0.6278;0.0584;0.0261;0.765;4.818;5.229;13;4.5;MR;2;7;10000
36.9;0.3;0.655;0.055;0.0253;0.74;4.664;4.93;13;4.5;MR;2;7;10000
39.3;0.32;0.6798;0.0516;0.0243;0.713;4.495;4.622;13;4.5;MR;2;7;10000
41.8;0.34;0.7023;0.0481;0.0233;0.684;4.308;4.307;13;4.5;MR;2;7;10000
44.3;0.36;0.722;0.0445;0.0222;0.651;4.105;3.985;13;4.5;MR;2;7;10000
46.7;0.38;0.7386;0.0408;0.021;0.617;3.886;3.656;13;4.5;MR;2;7;10000
49.2;0.4;0.7519;0.037;0.0197;0.579;3.646;3.317;13;4.5;MR;2;7;10000
51.6;0.42;0.7614;0.0332;0.0184;0.538;3.389;2.973;13;4.5;MR;2;7;10000
54.1;0.44;0.7655;0.0293;0.0169;0.494;3.115;2.623;13;4.5;MR;2;7;10000
56.5;0.46;0.7626;0.0253;0.0153;0.448;2.826;2.268;13;4.5;MR;2;7;10000
59.0;0.48;0.7489;0.0213;0.0137;0.4;2.524;1.906;13;4.5;MR;2;7;10000
61.5;0.5;0.7178;0.0172;0.012;0.351;2.212;1.537;13;4.5;MR;2;7;10000
63.9;0.52;0.661;0.013;0.0102;0.299;1.886;1.16;13;4.5;MR;2;7;10000
66.4;0.54;0.5595;0.0087;0.0084;0.246;1.551;0.778;13;4.5;MR;2;7;10000
68.8;0.56;0.3706;0.0043;0.0066;0.192;1.211;0.388;13;4.5;MR;2;7;10000
71.3;0.58;-0.0089;-0.0001;0.0048;0.139;0.878;-0.006;13;4.5;MR;2;7;10000
0.0;0.0;0.0;0.0964;0.0356;1.387;7.949;10.445;13;4.5;MR;2;7;11000
2.7;0.02;0.055;0.0944;0.0344;1.341;7.682;10.234;13;4.5;MR;2;7;11000
5.4;0.04;0.1106;0.0923;0.0334;1.304;7.47;10.009;13;4.5;MR;2;7;11000
8.1;0.06;0.1659;0.0901;0.0327;1.273;7.296;9.772;13;4.5;MR;2;7;11000
10.8;0.08;0.2199;0.0878;0.032;1.248;7.15;9.521;13;4.5;MR;2;7;11000
13.5;0.1;0.2721;0.0854;0.0314;1.226;7.023;9.259;13;4.5;MR;2;7;11000
16.2;0.12;0.3222;0.0829;0.0309;1.206;6.909;8.986;13;4.5;MR;2;7;11000
18.9;0.14;0.3698;0.0803;0.0304;1.187;6.799;8.701;13;4.5;MR;2;7;11000
21.6;0.16;0.4149;0.0775;0.0299;1.168;6.69;8.404;13;4.5;MR;2;7;11000
24.3;0.18;0.4573;0.0747;0.0294;1.148;6.579;8.096;13;4.5;MR;2;7;11000
27.0;0.2;0.4968;0.0717;0.0289;1.128;6.463;7.777;13;4.5;MR;2;7;11000
29.7;0.22;0.5336;0.0687;0.0284;1.106;6.338;7.447;13;4.5;MR;2;7;11000
32.4;0.24;0.5681;0.0656;0.0278;1.082;6.202;7.111;13;4.5;MR;2;7;11000
35.1;0.26;0.6003;0.0624;0.0271;1.056;6.048;6.764;13;4.5;MR;2;7;11000
37.8;0.28;0.6304;0.0591;0.0263;1.025;5.875;6.408;13;4.5;MR;2;7;11000
40.5;0.3;0.6583;0.0557;0.0254;0.992;5.684;6.041;13;4.5;MR;2;7;11000
43.2;0.32;0.6838;0.0523;0.0245;0.955;5.473;5.665;13;4.5;MR;2;7;11000
45.9;0.34;0.7068;0.0487;0.0235;0.915;5.243;5.28;13;4.5;MR;2;7;11000
48.6;0.36;0.7273;0.0451;0.0223;0.871;4.992;4.886;13;4.5;MR;2;7;11000
51.3;0.38;0.7447;0.0414;0.0211;0.824;4.722;4.483;13;4.5;MR;2;7;11000
54.0;0.4;0.7589;0.0376;0.0198;0.773;4.429;4.071;13;4.5;MR;2;7;11000
56.7;0.42;0.7693;0.0337;0.0184;0.718;4.115;3.651;13;4.5;MR;2;7;11000
59.4;0.44;0.7744;0.0297;0.0169;0.66;3.781;3.224;13;4.5;MR;2;7;11000
62.2;0.46;0.7726;0.0257;0.0153;0.598;3.427;2.788;13;4.5;MR;2;7;11000
64.9;0.48;0.7598;0.0216;0.0137;0.533;3.056;2.343;13;4.5;MR;2;7;11000
67.6;0.5;0.7299;0.0174;0.012;0.467;2.673;1.89;13;4.5;MR;2;7;11000
70.3;0.52;0.6742;0.0132;0.0102;0.397;2.275;1.429;13;4.5;MR;2;7;11000
73.0;0.54;0.5733;0.0088;0.0083;0.325;1.864;0.959;13;4.5;MR;2;7;11000
75.7;0.56;0.3841;0.0044;0.0065;0.252;1.446;0.48;13;4.5;MR;2;7;11000
78.4;0.58;-0.0077;-0.0001;0.0046;0.18;1.032;-0.007;13;4.5;MR;2;7;11000
0.0;0.0;0.0;0.0976;0.0354;1.794;9.42;12.586;13;4.5;MR;2;7;12000
2.9;0.02;0.0556;0.0956;0.0344;1.742;9.151;12.336;13;4.5;MR;2;7;12000
5.9;0.04;0.1116;0.0936;0.0336;1.701;8.932;12.07;13;4.5;MR;2;7;12000
8.8;0.06;0.1667;0.0914;0.0329;1.667;8.756;11.788;13;4.5;MR;2;7;12000
11.8;0.08;0.2205;0.0891;0.0324;1.639;8.606;11.489;13;4.5;MR;2;7;12000
14.7;0.1;0.2723;0.0866;0.0319;1.613;8.471;11.175;13;4.5;MR;2;7;12000
17.7;0.12;0.3219;0.0841;0.0314;1.589;8.345;10.846;13;4.5;MR;2;7;12000
20.6;0.14;0.3692;0.0814;0.0309;1.565;8.221;10.504;13;4.5;MR;2;7;12000
23.6;0.16;0.4141;0.0787;0.0304;1.541;8.093;10.147;13;4.5;MR;2;7;12000
26.5;0.18;0.4563;0.0758;0.0299;1.516;7.961;9.776;13;4.5;MR;2;7;12000
29.5;0.2;0.4957;0.0728;0.0294;1.489;7.82;9.39;13;4.5;MR;2;7;12000
32.4;0.22;0.5326;0.0697;0.0288;1.46;7.67;8.995;13;4.5;MR;2;7;12000
35.4;0.24;0.5672;0.0666;0.0282;1.428;7.502;8.589;13;4.5;MR;2;7;12000
38.3;0.26;0.5996;0.0633;0.0275;1.393;7.314;8.172;13;4.5;MR;2;7;12000
41.3;0.28;0.6299;0.06;0.0267;1.353;7.104;7.742;13;4.5;MR;2;7;12000
44.2;0.3;0.658;0.0566;0.0258;1.308;6.872;7.302;13;4.5;MR;2;7;12000
47.2;0.32;0.6837;0.0531;0.0249;1.26;6.618;6.851;13;4.5;MR;2;7;12000
50.1;0.34;0.7071;0.0495;0.0238;1.207;6.341;6.39;13;4.5;MR;2;7;12000
53.1;0.36;0.728;0.0459;0.0227;1.15;6.039;5.916;13;4.5;MR;2;7;12000
56.0;0.38;0.7459;0.0421;0.0215;1.088;5.715;5.435;13;4.5;MR;2;7;12000
59.0;0.4;0.7605;0.0383;0.0202;1.021;5.362;4.939;13;4.5;MR;2;7;12000
61.9;0.42;0.7714;0.0344;0.0187;0.948;4.981;4.432;13;4.5;MR;2;7;12000
64.8;0.44;0.7772;0.0303;0.0172;0.871;4.575;3.915;13;4.5;MR;2;7;12000
67.8;0.46;0.7762;0.0263;0.0156;0.789;4.143;3.387;13;4.5;MR;2;7;12000
70.7;0.48;0.7647;0.0221;0.0139;0.702;3.688;2.846;13;4.5;MR;2;7;12000
73.7;0.5;0.7362;0.0178;0.0121;0.613;3.221;2.297;13;4.5;MR;2;7;12000
76.6;0.52;0.6823;0.0135;0.0103;0.521;2.735;1.739;13;4.5;MR;2;7;12000
79.6;0.54;0.5833;0.0091;0.0084;0.426;2.236;1.17;13;4.5;MR;2;7;12000
82.5;0.56;0.3941;0.0046;0.0065;0.329;1.726;0.588;13;4.5;MR;2;7;12000
85.5;0.58;-0.0085;-0.0001;0.0046;0.232;1.219;-0.009;13;4.5;MR;2;7;12000
0.0;0.0;0.0;0.0992;0.0355;2.286;11.083;15.016;13;4.5;MR;2;7;13000
3.2;0.02;0.0561;0.0972;0.0347;2.234;10.829;14.723;13;4.5;MR;2;7;13000
6.4;0.04;0.112;0.0952;0.034;2.187;10.603;14.407;13;4.5;MR;2;7;13000
9.6;0.06;0.167;0.0929;0.0334;2.15;10.424;14.071;13;4.5;MR;2;7;13000
12.8;0.08;0.2203;0.0906;0.0329;2.118;10.27;13.716;13;4.5;MR;2;7;13000
15.9;0.1;0.2716;0.0881;0.0325;2.089;10.129;13.345;13;4.5;MR;2;7;13000
19.1;0.12;0.3207;0.0856;0.032;2.061;9.993;12.957;13;4.5;MR;2;7;13000
22.3;0.14;0.3676;0.0829;0.0316;2.032;9.853;12.551;13;4.5;MR;2;7;13000
25.5;0.16;0.4121;0.0801;0.0311;2.002;9.706;12.128;13;4.5;MR;2;7;13000
28.7;0.18;0.4542;0.0772;0.0306;1.97;9.549;11.687;13;4.5;MR;2;7;13000
31.9;0.2;0.4936;0.0742;0.0301;1.934;9.379;11.228;13;4.5;MR;2;7;13000
35.1;0.22;0.5305;0.0711;0.0295;1.897;9.196;10.758;13;4.5;MR;2;7;13000
38.3;0.24;0.5652;0.0679;0.0288;1.855;8.994;10.274;13;4.5;MR;2;7;13000
41.5;0.26;0.5978;0.0646;0.0281;1.808;8.766;9.777;13;4.5;MR;2;7;13000
44.6;0.28;0.6283;0.0612;0.0273;1.756;8.513;9.266;13;4.5;MR;2;7;13000
47.8;0.3;0.6566;0.0577;0.0264;1.698;8.234;8.742;13;4.5;MR;2;7;13000
51.0;0.32;0.6827;0.0542;0.0254;1.636;7.931;8.208;13;4.5;MR;2;7;13000
54.2;0.34;0.7066;0.0506;0.0243;1.566;7.592;7.654;13;4.5;MR;2;7;13000
57.4;0.36;0.728;0.0468;0.0232;1.491;7.23;7.092;13;4.5;MR;2;7;13000
60.6;0.38;0.7465;0.043;0.0219;1.409;6.833;6.511;13;4.5;MR;2;7;13000
63.8;0.4;0.7617;0.0391;0.0205;1.321;6.407;5.918;13;4.5;MR;2;7;13000
67.0;0.42;0.7731;0.0351;0.0191;1.227;5.949;5.312;13;4.5;MR;2;7;13000
70.2;0.44;0.7796;0.031;0.0175;1.126;5.46;4.693;13;4.5;MR;2;7;13000
73.3;0.46;0.7793;0.0268;0.0158;1.019;4.941;4.06;13;4.5;MR;2;7;13000
76.5;0.48;0.7682;0.0226;0.0141;0.908;4.401;3.417;13;4.5;MR;2;7;13000
79.7;0.5;0.738;0.0182;0.0123;0.794;3.85;2.757;13;4.5;MR;2;7;13000
82.9;0.52;0.6811;0.0138;0.0105;0.677;3.281;2.085;13;4.5;MR;2;7;13000
86.1;0.54;0.5792;0.0093;0.0087;0.558;2.703;1.406;13;4.5;MR;2;7;13000
89.3;0.56;0.3825;0.0046;0.0068;0.436;2.112;0.7;13;4.5;MR;2;7;13000
92.5;0.58;-0.0066;-0.0001;0.0051;0.328;1.59;-0.009;13;4.5;MR;2;7;13000
0.0;0.0;0.0;0.1014;0.0359;2.887;12.997;17.805;13;4.5;MR;2;7;14000
3.4;0.02;0.0564;0.0994;0.0353;2.836;12.769;17.457;13;4.5;MR;2;7;14000
6.9;0.04;0.1122;0.0973;0.0347;2.788;12.549;17.081;13;4.5;MR;2;7;14000
10.3;0.06;0.1668;0.095;0.0342;2.747;12.366;16.681;13;4.5;MR;2;7;14000
13.7;0.08;0.2196;0.0926;0.0337;2.712;12.207;16.261;13;4.5;MR;2;7;14000
17.2;0.1;0.2704;0.0901;0.0333;2.678;12.057;15.822;13;4.5;MR;2;7;14000
20.6;0.12;0.3191;0.0875;0.0329;2.645;11.905;15.363;13;4.5;MR;2;7;14000
24.0;0.14;0.3656;0.0848;0.0325;2.609;11.745;14.884;13;4.5;MR;2;7;14000
27.5;0.16;0.4099;0.0819;0.032;2.57;11.571;14.383;13;4.5;MR;2;7;14000
30.9;0.18;0.4518;0.0789;0.0314;2.528;11.378;13.859;13;4.5;MR;2;7;14000
34.3;0.2;0.4913;0.0758;0.0309;2.481;11.169;13.313;13;4.5;MR;2;7;14000
37.8;0.22;0.5283;0.0726;0.0302;2.432;10.947;12.756;13;4.5;MR;2;7;14000
41.2;0.24;0.5631;0.0694;0.0296;2.376;10.697;12.18;13;4.5;MR;2;7;14000
44.6;0.26;0.5959;0.066;0.0288;2.315;10.422;11.591;13;4.5;MR;2;7;14000
48.1;0.28;0.6266;0.0626;0.028;2.247;10.117;10.986;13;4.5;MR;2;7;14000
51.5;0.3;0.6552;0.059;0.027;2.173;9.783;10.367;13;4.5;MR;2;7;14000
54.9;0.32;0.6817;0.0554;0.026;2.091;9.415;9.732;13;4.5;MR;2;7;14000
58.4;0.34;0.7058;0.0517;0.0249;2.002;9.013;9.078;13;4.5;MR;2;7;14000
61.8;0.36;0.7271;0.0479;0.0237;1.906;8.58;8.409;13;4.5;MR;2;7;14000
65.2;0.38;0.7453;0.044;0.0224;1.802;8.114;7.722;13;4.5;MR;2;7;14000
68.7;0.4;0.7598;0.04;0.021;1.692;7.616;7.019;13;4.5;MR;2;7;14000
72.1;0.42;0.7701;0.0359;0.0196;1.573;7.081;6.3;13;4.5;MR;2;7;14000
75.5;0.44;0.7736;0.0317;0.018;1.448;6.521;5.563;13;4.5;MR;2;7;14000
79.0;0.46;0.7682;0.0275;0.0164;1.322;5.949;4.821;13;4.5;MR;2;7;14000
82.4;0.48;0.7501;0.0231;0.0148;1.187;5.345;4.053;13;4.5;MR;2;7;14000
85.8;0.5;0.713;0.0186;0.0131;1.05;4.727;3.271;13;4.5;MR;2;7;14000
89.3;0.52;0.6479;0.0141;0.0113;0.908;4.087;2.471;13;4.5;MR;2;7;14000
92.7;0.54;0.5351;0.0094;0.0095;0.765;3.442;1.655;13;4.5;MR;2;7;14000
96.1;0.56;0.3341;0.0047;0.0079;0.638;2.871;0.831;13;4.5;MR;2;7;14000
99.6;0.58;-0.0073;-0.0001;0.0065;0.522;2.351;-0.014;13;4.5;MR;2;7;14000
0.0;0.0;0.0;0.1052;0.0372;3.68;15.462;21.213;13;4.5;MR;2;7;15000
